id,measurement,replicate,value,sample_notes,flag
20240620_Harvell Dam,do_percent,1,88,NA,NA
20240620_Harvell Dam,do_percent,2,91.5,NA,NA
20240620_Harvell Dam,do_mgl,1,7.13,NA,NA
20240620_Harvell Dam,do_mgl,2,7.4,NA,NA
20240620_Harvell Dam,turbidity,1,4.41,NA,NA
20240620_Harvell Dam,turbidity,2,3.56,NA,NA
20240620_Harvell Dam,total_e_ecoli,1,2,NA,NA
20240620_Harvell Dam,total_e_ecoli,2,4,NA,NA
20240620_Harvell Dam,total_coliform,1,11,NA,NA
20240620_Harvell Dam,total_coliform,2,11,NA,NA
20240620_Harvell Dam,R-card total_e_ecoli,1,4,NA,NA
20240620_Harvell Dam,R-card total_coliform,1,81,NA,NA
20240627_Fleets Branch,air_temperature,1,28.6,NA,NA
20240627_Fleets Branch,air_temperature,2,29.2,NA,NA
20240627_Fleets Branch,water_temperature,1,23.3,NA,NA
20240627_Fleets Branch,water_temperature,2,23.3,NA,NA
20240627_Fleets Branch,pH,1,7.64,NA,NA
20240627_Fleets Branch,pH,2,7.63,NA,NA
20240627_Fleets Branch,do_percent,1,78.1,NA,NA
20240627_Fleets Branch,do_percent,2,79.4,NA,NA
20240627_Fleets Branch,do_mgl,1,6.66,NA,NA
20240627_Fleets Branch,do_mgl,2,6.78,NA,NA
20240627_Fleets Branch,turbidity,1,2.33,NA,NA
20240627_Fleets Branch,turbidity,2,2.73,NA,NA
20240627_Fleets Branch,total_e_ecoli,1,8,NA,NA
20240627_Fleets Branch,total_e_ecoli,2,30,NA,NA
20240627_Fleets Branch,total_coliform,1,64,NA,NA
20240627_Fleets Branch,total_coliform,2,67,NA,NA
20240627_Fleets Branch,R-card total_e_ecoli,1,12,NA,NA
20240627_Fleets Branch,R-card total_coliform,1,193,NA,NA
20240627_Harvell Dam,air_temperature,1,36.7,NA,NA
20240627_Harvell Dam,air_temperature,2,30.8,NA,NA
20240627_Harvell Dam,water_temperature,1,29.1,NA,NA
20240627_Harvell Dam,water_temperature,2,29.2,NA,NA
20240627_Harvell Dam,pH,1,7.99,NA,NA
20240627_Harvell Dam,pH,2,8.03,NA,NA
20240627_Harvell Dam,do_percent,1,89.5,NA,NA
20240627_Harvell Dam,do_percent,2,90.7,NA,NA
20240627_Harvell Dam,do_mgl,1,6.87,NA,NA
20240627_Harvell Dam,do_mgl,2,6.93,NA,NA
20240627_Harvell Dam,turbidity,1,2.67,NA,NA
20240627_Harvell Dam,turbidity,2,2.63,NA,NA
20240627_Harvell Dam,total_e_ecoli,1,7,NA,NA
20240627_Harvell Dam,total_e_ecoli,2,3,NA,NA
20240627_Harvell Dam,total_coliform,1,43,NA,NA
20240627_Harvell Dam,total_coliform,2,32,NA,NA
20240627_Harvell Dam,R-card total_e_ecoli,1,8,NA,NA
20240627_Harvell Dam,R-card total_coliform,1,131,NA,NA
20240702_Fleets Branch,air_temperature,1,26,NA,NA
20240702_Fleets Branch,air_temperature,2,25.9,NA,NA
20240702_Fleets Branch,water_temperature,1,20.6,NA,NA
20240702_Fleets Branch,water_temperature,2,20.6,NA,NA
20240702_Fleets Branch,pH,1,7.46,NA,NA
20240702_Fleets Branch,pH,2,7.45,NA,NA
20240702_Fleets Branch,do_percent,1,87.7,NA,NA
20240702_Fleets Branch,do_percent,2,88.5,NA,NA
20240702_Fleets Branch,do_mgl,1,7.9,NA,NA
20240702_Fleets Branch,do_mgl,2,7.93,NA,NA
20240702_Fleets Branch,turbidity,1,3.65,NA,NA
20240702_Fleets Branch,turbidity,2,4.1,NA,NA
20240702_Fleets Branch,total_e_ecoli,1,70,NA,NA
20240702_Fleets Branch,total_e_ecoli,2,87,NA,NA
20240702_Fleets Branch,total_coliform,1,20,NA,NA
20240702_Fleets Branch,total_coliform,2,45,NA,NA
20240702_Fleets Branch,R-card total_e_ecoli,1,103,NA,NA
20240702_Fleets Branch,R-card total_coliform,1,203,NA,NA
20240702_Harvell Dam,air_temperature,1,31.9,NA,NA
20240702_Harvell Dam,air_temperature,2,29.6,NA,NA
20240702_Harvell Dam,water_temperature,1,27.3,NA,NA
20240702_Harvell Dam,water_temperature,2,27.4,NA,NA
20240702_Harvell Dam,pH,1,7.92,NA,NA
20240702_Harvell Dam,pH,2,7.92,NA,NA
20240702_Harvell Dam,do_percent,1,97.4,NA,NA
20240702_Harvell Dam,do_percent,2,98.8,NA,NA
20240702_Harvell Dam,do_mgl,1,7.7,NA,NA
20240702_Harvell Dam,do_mgl,2,7.82,NA,NA
20240702_Harvell Dam,turbidity,1,13.03,NA,NA
20240702_Harvell Dam,turbidity,2,3.13,NA,NA
20240702_Harvell Dam,total_e_ecoli,1,9,NA,NA
20240702_Harvell Dam,total_e_ecoli,2,9,NA,NA
20240702_Harvell Dam,total_coliform,1,20,NA,NA
20240702_Harvell Dam,total_coliform,2,14,NA,NA
20240702_Harvell Dam,R-card total_e_ecoli,1,7,NA,NA
20240702_Harvell Dam,R-card total_coliform,1,154,NA,NA
20240711_Fleets Branch,air_temperature,1,28.7,NA,NA
20240711_Fleets Branch,air_temperature,2,29.5,NA,NA
20240711_Fleets Branch,water_temperature,1,24.7,NA,NA
20240711_Fleets Branch,water_temperature,2,24.7,NA,NA
20240711_Fleets Branch,pH,1,7.48,NA,NA
20240711_Fleets Branch,pH,2,7.48,NA,NA
20240711_Fleets Branch,do_percent,1,82,NA,NA
20240711_Fleets Branch,do_percent,2,81.7,NA,NA
20240711_Fleets Branch,do_mgl,1,6.81,NA,NA
20240711_Fleets Branch,do_mgl,2,6.8,NA,NA
20240711_Fleets Branch,turbidity,1,2.58,NA,NA
20240711_Fleets Branch,turbidity,2,2.53,NA,NA
20240711_Fleets Branch,total_e_ecoli,1,45,NA,NA
20240711_Fleets Branch,total_e_ecoli,2,46,NA,NA
20240711_Fleets Branch,total_coliform,1,22,NA,NA
20240711_Fleets Branch,total_coliform,2,37,NA,NA
20240711_Fleets Branch,R-card total_e_ecoli,1,108,NA,NA
20240711_Fleets Branch,R-card total_coliform,1,156,NA,NA
20240711_Harvell Dam,air_temperature,1,36.7,NA,NA
20240711_Harvell Dam,air_temperature,2,37,NA,NA
20240711_Harvell Dam,water_temperature,1,29.7,NA,NA
20240711_Harvell Dam,water_temperature,2,29.7,NA,NA
20240711_Harvell Dam,pH,1,7.84,NA,NA
20240711_Harvell Dam,pH,2,7.84,NA,NA
20240711_Harvell Dam,do_percent,1,96.7,NA,NA
20240711_Harvell Dam,do_percent,2,99.5,NA,NA
20240711_Harvell Dam,do_mgl,1,7.42,NA,NA
20240711_Harvell Dam,do_mgl,2,7.47,NA,NA
20240711_Harvell Dam,turbidity,1,1.91,NA,NA
20240711_Harvell Dam,turbidity,2,2.11,NA,NA
20240711_Harvell Dam,total_e_ecoli,1,4,NA,NA
20240711_Harvell Dam,total_e_ecoli,2,7,NA,NA
20240711_Harvell Dam,total_coliform,1,9,NA,NA
20240711_Harvell Dam,total_coliform,2,27,NA,NA
20240711_Harvell Dam,R-card total_e_ecoli,1,4,NA,NA
20240711_Harvell Dam,R-card total_coliform,1,234,NA,NA
20240718_Fleets Branch,air_temperature,1,26.1,NA,NA
20240718_Fleets Branch,air_temperature,2,26.1,NA,NA
20240718_Fleets Branch,water_temperature,1,24.4,NA,NA
20240718_Fleets Branch,water_temperature,2,24.4,NA,NA
20240718_Fleets Branch,pH,1,7.48,NA,NA
20240718_Fleets Branch,pH,2,7.46,NA,NA
20240718_Fleets Branch,do_percent,1,73.3,NA,NA
20240718_Fleets Branch,do_percent,2,70.7,NA,NA
20240718_Fleets Branch,do_mgl,1,5.97,NA,NA
20240718_Fleets Branch,do_mgl,2,5.91,NA,NA
20240718_Fleets Branch,turbidity,1,4.97,NA,NA
20240718_Fleets Branch,turbidity,2,4.72,NA,NA
20240718_Fleets Branch,total_e_ecoli,1,18,NA,NA
20240718_Fleets Branch,total_e_ecoli,2,31,NA,NA
20240718_Fleets Branch,total_coliform,1,48,NA,NA
20240718_Fleets Branch,total_coliform,2,72,NA,NA
20240718_Fleets Branch,R-card total_e_ecoli,1,66,NA,NA
20240718_Fleets Branch,R-card total_coliform,1,127,NA,NA
20240718_Harvell Dam,air_temperature,1,25.4,NA,NA
20240718_Harvell Dam,air_temperature,2,26.5,NA,NA
20240718_Harvell Dam,water_temperature,1,27.4,NA,NA
20240718_Harvell Dam,water_temperature,2,27.4,NA,NA
20240718_Harvell Dam,pH,1,7.49,NA,NA
20240718_Harvell Dam,pH,2,7.48,NA,NA
20240718_Harvell Dam,do_percent,1,86.3,NA,NA
20240718_Harvell Dam,do_percent,2,85.6,NA,NA
20240718_Harvell Dam,do_mgl,1,6.85,NA,NA
20240718_Harvell Dam,do_mgl,2,6.78,NA,NA
20240718_Harvell Dam,turbidity,1,2.02,NA,NA
20240718_Harvell Dam,turbidity,2,1.95,NA,NA
20240718_Harvell Dam,total_e_ecoli,1,11,NA,NA
20240718_Harvell Dam,total_e_ecoli,2,9,NA,NA
20240718_Harvell Dam,total_coliform,1,14,NA,NA
20240718_Harvell Dam,total_coliform,2,16,NA,NA
20240718_Harvell Dam,R-card total_e_ecoli,1,24,NA,NA
20240718_Harvell Dam,R-card total_coliform,1,162,NA,NA
20240726_Willcox Dam,air_temperature,1,25,NA,NA
20240726_Willcox Dam,air_temperature,2,25,NA,NA
20240726_Willcox Dam,water_temperature,1,27.3,NA,NA
20240726_Willcox Dam,water_temperature,2,27.2,NA,NA
20240726_Willcox Dam,pH,1,6.98,NA,NA
20240726_Willcox Dam,pH,2,6.96,NA,NA
20240726_Willcox Dam,do_percent,1,87.4,NA,NA
20240726_Willcox Dam,do_percent,2,88.4,NA,NA
20240726_Willcox Dam,do_mgl,1,6.93,NA,NA
20240726_Willcox Dam,do_mgl,2,7.03,NA,NA
20240726_Willcox Dam,turbidity,1,14.2,NA,NA
20240726_Willcox Dam,turbidity,2,13.6,NA,NA
20240726_Willcox Dam,total_e_ecoli,1,1,NA,NA
20240726_Willcox Dam,total_e_ecoli,2,3,NA,NA
20240726_Willcox Dam,total_coliform,1,27,NA,NA
20240726_Willcox Dam,total_coliform,2,16,NA,NA
20240726_Willcox Dam,R-card total_e_ecoli,1,2,NA,NA
20240726_Willcox Dam,R-card total_coliform,2,588,NA,NA
20240726_Brickhouse Run,air_temperature,1,26.4,NA,NA
20240726_Brickhouse Run,air_temperature,2,25.9,NA,NA
20240726_Brickhouse Run,water_temperature,1,24.9,NA,NA
20240726_Brickhouse Run,water_temperature,2,24.9,NA,NA
20240726_Brickhouse Run,pH,1,7.4,NA,NA
20240726_Brickhouse Run,pH,2,7.41,NA,NA
20240726_Brickhouse Run,do_percent,1,86.5,NA,NA
20240726_Brickhouse Run,do_percent,2,89.4,NA,NA
20240726_Brickhouse Run,do_mgl,1,7.17,NA,NA
20240726_Brickhouse Run,do_mgl,2,7.46,NA,NA
20240726_Brickhouse Run,turbidity,1,4.96,NA,NA
20240726_Brickhouse Run,turbidity,2,4.77,NA,NA
20240726_Brickhouse Run,total_e_ecoli,1,8,NA,NA
20240726_Brickhouse Run,total_e_ecoli,2,11,NA,NA
20240726_Brickhouse Run,total_coliform,1,35,NA,NA
20240726_Brickhouse Run,total_coliform,2,34,NA,NA
20240726_Fleets Branch,air_temperature,1,27.5,NA,NA
20240726_Fleets Branch,air_temperature,2,28.6,NA,NA
20240726_Fleets Branch,water_temperature,1,24.6,NA,NA
20240726_Fleets Branch,water_temperature,2,24.6,NA,NA
20240726_Fleets Branch,pH,1,7.11,NA,NA
20240726_Fleets Branch,pH,2,7.11,NA,NA
20240726_Fleets Branch,do_percent,1,69,NA,NA
20240726_Fleets Branch,do_percent,2,70.8,NA,NA
20240726_Fleets Branch,do_mgl,1,5.79,NA,NA
20240726_Fleets Branch,do_mgl,2,5.9,NA,NA
20240726_Fleets Branch,turbidity,1,10.88,NA,NA
20240726_Fleets Branch,turbidity,2,11.6,NA,NA
20240726_Fleets Branch,total_e_ecoli,1,65,<-- plus more that are too small to count,NA
20240726_Fleets Branch,total_e_ecoli,2,83,<-- plus more that are too small to count,NA
20240726_Fleets Branch,total_coliform,1,NA,too many,NA
20240726_Fleets Branch,total_coliform,2,NA,too many,NA
20240726_Harvell Dam,air_temperature,1,NA,NA,NA
20240726_Harvell Dam,air_temperature,2,NA,NA,NA
20240726_Harvell Dam,water_temperature,1,28.7,NA,NA
20240726_Harvell Dam,water_temperature,2,28.7,NA,NA
20240726_Harvell Dam,pH,1,7.53,NA,NA
20240726_Harvell Dam,pH,2,7.52,NA,NA
20240726_Harvell Dam,do_percent,1,94.4,NA,NA
20240726_Harvell Dam,do_percent,2,94.4,NA,NA
20240726_Harvell Dam,do_mgl,1,7.23,NA,NA
20240726_Harvell Dam,do_mgl,2,7.3,NA,NA
20240726_Harvell Dam,turbidity,1,4.52,NA,NA
20240726_Harvell Dam,turbidity,2,5.27,NA,NA
20240726_Harvell Dam,total_e_ecoli,1,1,NA,NA
20240726_Harvell Dam,total_e_ecoli,2,1,NA,NA
20240726_Harvell Dam,total_coliform,1,12,NA,NA
20240726_Harvell Dam,total_coliform,2,11,NA,NA
20240815_Fleets Branch,air_temperature,1,21.2,NA,NA
20240815_Fleets Branch,air_temperature,2,21.5,NA,NA
20240815_Fleets Branch,water_temperature,1,21,NA,NA
20240815_Fleets Branch,water_temperature,2,21,Tropical storm Debby raised river levels,NA
20240815_Fleets Branch,pH,1,7.59,NA,NA
20240815_Fleets Branch,pH,2,7.56,NA,NA
20240815_Fleets Branch,do_percent,1,72,NA,NA
20240815_Fleets Branch,do_percent,2,75,NA,NA
20240815_Fleets Branch,do_mgl,1,6.4,NA,NA
20240815_Fleets Branch,do_mgl,2,6.75,NA,NA
20240815_Fleets Branch,turbidity,1,2.62,NA,NA
20240815_Fleets Branch,turbidity,2,2.65,NA,NA
20240815_Fleets Branch,total_e_ecoli,1,7,NA,NA
20240815_Fleets Branch,total_e_ecoli,2,13,NA,NA
20240815_Fleets Branch,total_coliform,1,24,NA,NA
20240815_Fleets Branch,total_coliform,2,15,NA,NA
20240815_Fleets Branch,R-card total_e_ecoli,1,NA,NA,NA
20240815_Fleets Branch,R-card total_coliform,2,NA,NA,NA
20240815_Harvell Dam,air_temperature,1,25.6,NA,NA
20240815_Harvell Dam,air_temperature,2,25.1,NA,NA
20240815_Harvell Dam,water_temperature,1,26.5,NA,NA
20240815_Harvell Dam,water_temperature,2,26.5,NA,NA
20240815_Harvell Dam,pH,1,7.1,NA,NA
20240815_Harvell Dam,pH,2,7.1,NA,NA
20240815_Harvell Dam,do_percent,1,82.5,NA,NA
20240815_Harvell Dam,do_percent,2,82.6,NA,NA
20240815_Harvell Dam,do_mgl,1,6.63,NA,NA
20240815_Harvell Dam,do_mgl,2,6.6,NA,NA
20240815_Harvell Dam,turbidity,1,25,NA,NA
20240815_Harvell Dam,turbidity,2,22,NA,NA
20240815_Harvell Dam,total_e_ecoli,1,2,NA,NA
20240815_Harvell Dam,total_e_ecoli,2,2,NA,NA
20240815_Harvell Dam,total_coliform,1,11,NA,NA
20240815_Harvell Dam,total_coliform,2,15,NA,NA
20240815_Harvell Dam,R-card total_e_ecoli,1,1,NA,NA
20240815_Harvell Dam,R-card total_coliform,1,NA,too many to count,NA
20240815_Harvell Dam,R-card total_e_ecoli,2,0,NA,NA
20240815_Harvell Dam,R-card total_coliform,2,NA,too many to count,NA
20240822_Fleets Branch,air_temperature,1,22,NA,NA
20240822_Fleets Branch,air_temperature,2,21.8,NA,NA
20240822_Fleets Branch,water_temperature,1,19.5,NA,NA
20240822_Fleets Branch,water_temperature,2,19.5,NA,NA
20240822_Fleets Branch,pH,1,7.39,NA,NA
20240822_Fleets Branch,pH,2,7.39,NA,NA
20240822_Fleets Branch,do_percent,1,58,NA,NA
20240822_Fleets Branch,do_percent,2,56.5,NA,NA
20240822_Fleets Branch,do_mgl,1,5.32,NA,NA
20240822_Fleets Branch,do_mgl,2,5.18,NA,NA
20240822_Fleets Branch,turbidity,1,39.4,NA,NA
20240822_Fleets Branch,turbidity,2,38.4,NA,NA
20240822_Fleets Branch,total_e_ecoli,1,120,approximate count,NA
20240822_Fleets Branch,total_e_ecoli,2,90,approximate count,NA
20240822_Fleets Branch,total_coliform,1,NA,cannot count; too many,NA
20240822_Fleets Branch,total_coliform,2,NA,cannot count; too many,NA
20240822_Fleets Branch,R-card total_e_ecoli,1,NA,NA,NA
20240822_Fleets Branch,R-card total_coliform,2,NA,NA,NA
20240822_Harvell Dam,air_temperature,1,20.4,NA,NA
20240822_Harvell Dam,air_temperature,2,20.8,NA,NA
20240822_Harvell Dam,water_temperature,1,24,NA,NA
20240822_Harvell Dam,water_temperature,2,24,NA,NA
20240822_Harvell Dam,pH,1,7.29,NA,NA
20240822_Harvell Dam,pH,2,7.27,NA,NA
20240822_Harvell Dam,do_percent,1,90.3,NA,NA
20240822_Harvell Dam,do_percent,2,92.1,NA,NA
20240822_Harvell Dam,do_mgl,1,7.6,NA,NA
20240822_Harvell Dam,do_mgl,2,7.76,NA,NA
20240822_Harvell Dam,turbidity,1,7.19,NA,NA
20240822_Harvell Dam,turbidity,2,6.9,NA,NA
20240822_Harvell Dam,total_e_ecoli,1,1,NA,NA
20240822_Harvell Dam,total_e_ecoli,2,1,NA,NA
20240822_Harvell Dam,total_coliform,1,7,7 big ones,NA
20240822_Harvell Dam,total_coliform,2,12,NA,NA
20240822_Harvell Dam,R-card total_e_ecoli,1,3,NA,NA
20240822_Harvell Dam,R-card total_coliform,2,14,NA,NA
20240905_Harvell Dam,air_temperature,1,21.4,NA,NA
20240905_Harvell Dam,air_temperature,2,21.5,NA,NA
20240905_Harvell Dam,water_temperature,1,23.9,NA,NA
20240905_Harvell Dam,water_temperature,2,23.9,NA,NA
20240905_Harvell Dam,pH,1,7.4,NA,NA
20240905_Harvell Dam,pH,2,7.35,NA,NA
20240905_Harvell Dam,do_percent,1,82,NA,NA
20240905_Harvell Dam,do_percent,2,85.5,NA,NA
20240905_Harvell Dam,do_mgl,1,6.9,NA,NA
20240905_Harvell Dam,do_mgl,2,7.21,NA,NA
20240905_Harvell Dam,turbidity,1,2.65,NA,NA
20240905_Harvell Dam,turbidity,2,2.41,NA,NA
20240905_Harvell Dam,total_e_ecoli,1,NA,NA,NA
20240905_Harvell Dam,total_e_ecoli,2,NA,NA,NA
20240905_Harvell Dam,total_coliform,1,NA,NA,NA
20240905_Harvell Dam,total_coliform,2,NA,NA,NA
20240905_Harvell Dam,R-card total_e_ecoli,1,NA,NA,NA
20240905_Harvell Dam,R-card total_coliform,2,NA,NA,NA
20240926_Harvell Dam,air_temperature,1,25.8,NA,NA
20240926_Harvell Dam,air_temperature,2,25.6,NA,NA
20240926_Harvell Dam,water_temperature,1,23.5,NA,NA
20240926_Harvell Dam,water_temperature,2,23.5,NA,NA
20240926_Harvell Dam,pH,1,7.41,NA,NA
20240926_Harvell Dam,pH,2,7.41,NA,NA
20240926_Harvell Dam,do_percent,1,92.4,NA,NA
20240926_Harvell Dam,do_percent,2,92.6,NA,NA
20240926_Harvell Dam,do_mgl,1,7.85,NA,NA
20240926_Harvell Dam,do_mgl,2,7.87,NA,NA
20240926_Harvell Dam,turbidity,1,6.2,NA,NA
20240926_Harvell Dam,turbidity,2,5.1,NA,NA
20240926_Harvell Dam,total_e_ecoli,1,3,NA,NA
20240926_Harvell Dam,total_e_ecoli,2,8,NA,NA
20240926_Harvell Dam,total_coliform,1,20,NA,NA
20240926_Harvell Dam,total_coliform,2,19,NA,NA
20240926_Harvell Dam,R-card total_e_ecoli,1,NA,NA,NA
20240926_Harvell Dam,R-card total_coliform,2,NA,NA,NA
20240926_Fleets Branch,air_temperature,1,23.5,NA,NA
20240926_Fleets Branch,air_temperature,2,23.6,NA,NA
20240926_Fleets Branch,water_temperature,1,21.6,NA,NA
20240926_Fleets Branch,water_temperature,2,21.6,NA,NA
20240926_Fleets Branch,pH,1,7.37,NA,NA
20240926_Fleets Branch,pH,2,7.37,NA,NA
20240926_Fleets Branch,do_percent,1,85.7,NA,NA
20240926_Fleets Branch,do_percent,2,86.3,NA,NA
20240926_Fleets Branch,do_mgl,1,7.56,NA,NA
20240926_Fleets Branch,do_mgl,2,7.61,NA,NA
20240926_Fleets Branch,turbidity,1,7.4,NA,NA
20240926_Fleets Branch,turbidity,2,7.4,NA,NA
20240926_Fleets Branch,total_e_ecoli,1,49,NA,NA
20240926_Fleets Branch,total_e_ecoli,2,42,NA,NA
20240926_Fleets Branch,total_coliform,1,NA,too many,NA
20240926_Fleets Branch,total_coliform,2,NA,too many,NA
20240926_Fleets Branch,R-card total_e_ecoli,1,NA,NA,NA
20240926_Fleets Branch,R-card total_coliform,2,NA,NA,NA
20241010_Fleets Branch,air_temperature,1,14.2,NA,NA
20241010_Fleets Branch,air_temperature,2,14.7,NA,NA
20241010_Fleets Branch,water_temperature,1,15.8,NA,NA
20241010_Fleets Branch,water_temperature,2,15.9,NA,NA
20241010_Fleets Branch,pH,1,7.31,NA,NA
20241010_Fleets Branch,pH,2,7.31,NA,NA
20241010_Fleets Branch,do_percent,1,75.5,NA,NA
20241010_Fleets Branch,do_percent,2,75.5,NA,NA
20241010_Fleets Branch,do_mgl,1,7.97,NA,NA
20241010_Fleets Branch,do_mgl,2,7.45,NA,NA
20241010_Fleets Branch,turbidity,1,3.65,NA,NA
20241010_Fleets Branch,turbidity,2,3.4,NA,NA
20241010_Fleets Branch,total_e_ecoli,1,1,NA,NA
20241010_Fleets Branch,total_e_ecoli,2,2,NA,NA
20241010_Fleets Branch,total_coliform,1,8,NA,NA
20241010_Fleets Branch,total_coliform,2,10,NA,NA
20241010_Fleets Branch,R-card total_e_ecoli,1,NA,NA,NA
20241010_Fleets Branch,R-card total_coliform,2,NA,NA,NA
20241010_Harvell Dam,air_temperature,1,14.2,NA,NA
20241010_Harvell Dam,air_temperature,2,14.7,NA,NA
20241010_Harvell Dam,water_temperature,1,19.7,NA,NA
20241010_Harvell Dam,water_temperature,2,19.7,NA,NA
20241010_Harvell Dam,pH,1,7.18,NA,NA
20241010_Harvell Dam,pH,2,7.19,NA,NA
20241010_Harvell Dam,do_percent,1,89.6,NA,NA
20241010_Harvell Dam,do_percent,2,89.5,NA,NA
20241010_Harvell Dam,do_mgl,1,8.18,NA,NA
20241010_Harvell Dam,do_mgl,2,8.19,NA,NA
20241010_Harvell Dam,turbidity,1,12,NA,NA
20241010_Harvell Dam,turbidity,2,12.1,NA,NA
20241010_Harvell Dam,total_e_ecoli,1,10,NA,NA
20241010_Harvell Dam,total_e_ecoli,2,12,NA,NA
20241010_Harvell Dam,total_coliform,1,NA,too many,NA
20241010_Harvell Dam,total_coliform,2,NA,too many,NA
20241010_Harvell Dam,R-card total_e_ecoli,1,NA,NA,NA
20241010_Harvell Dam,R-card total_coliform,2,NA,NA,NA
20241024_Fleets Branch,air_temperature,1,15,NA,NA
20241024_Fleets Branch,air_temperature,2,15.1,NA,NA
20241024_Fleets Branch,water_temperature,1,15.6,NA,NA
20241024_Fleets Branch,water_temperature,2,15.6,NA,NA
20241024_Fleets Branch,pH,1,7.43,NA,NA
20241024_Fleets Branch,pH,2,7.43,NA,NA
20241024_Fleets Branch,do_percent,1,70.8,NA,NA
20241024_Fleets Branch,do_percent,2,70.5,NA,NA
20241024_Fleets Branch,do_mgl,1,7.03,NA,NA
20241024_Fleets Branch,do_mgl,2,7.02,NA,NA
20241024_Fleets Branch,turbidity,1,3.88,NA,NA
20241024_Fleets Branch,turbidity,2,NA,N/A,NA
20241024_Fleets Branch,total_e_ecoli,1,26,NA,NA
20241024_Fleets Branch,total_e_ecoli,2,28,NA,NA
20241024_Fleets Branch,total_coliform,1,NA,too many,NA
20241024_Fleets Branch,total_coliform,2,NA,too many,NA
20241024_Fleets Branch,R-card total_e_ecoli,1,NA,NA,NA
20241024_Fleets Branch,R-card total_coliform,2,NA,NA,NA
20241024_Harvell Dam,air_temperature,1,15,NA,NA
20241024_Harvell Dam,air_temperature,2,15.1,NA,NA
20241024_Harvell Dam,water_temperature,1,17.8,NA,NA
20241024_Harvell Dam,water_temperature,2,17.8,NA,NA
20241024_Harvell Dam,pH,1,7.2,NA,NA
20241024_Harvell Dam,pH,2,7.15,NA,NA
20241024_Harvell Dam,do_percent,1,93.9,NA,NA
20241024_Harvell Dam,do_percent,2,94.6,NA,NA
20241024_Harvell Dam,do_mgl,1,8.95,NA,NA
20241024_Harvell Dam,do_mgl,2,9,NA,NA
20241024_Harvell Dam,turbidity,1,5.43,NA,NA
20241024_Harvell Dam,turbidity,2,NA,N/A,NA
20241024_Harvell Dam,total_e_ecoli,1,2,NA,NA
20241024_Harvell Dam,total_e_ecoli,2,2,NA,NA
20241024_Harvell Dam,total_coliform,1,15,NA,NA
20241024_Harvell Dam,total_coliform,2,9,NA,NA
20241024_Harvell Dam,R-card total_e_ecoli,1,NA,NA,NA
20241024_Harvell Dam,R-card total_coliform,2,NA,NA,NA
20241213_Fleets Branch,air_temperature,1,NA,NA,NA
20241213_Fleets Branch,air_temperature,2,NA,NA,NA
20241213_Fleets Branch,water_temperature,1,6.5,NA,NA
20241213_Fleets Branch,water_temperature,2,6.5,NA,NA
20241213_Fleets Branch,pH,1,7.18,NA,NA
20241213_Fleets Branch,pH,2,7.17,NA,NA
20241213_Fleets Branch,do_percent,1,95.3,NA,NA
20241213_Fleets Branch,do_percent,2,97.5,NA,NA
20241213_Fleets Branch,do_mgl,1,11.69,NA,NA
20241213_Fleets Branch,do_mgl,2,11.99,NA,NA
20241213_Fleets Branch,turbidity,1,8.11,NA,NA
20241213_Fleets Branch,turbidity,2,8.31,NA,NA
20241213_Fleets Branch,total_e_ecoli,1,21,NA,NA
20241213_Fleets Branch,total_e_ecoli,2,12,NA,NA
20241213_Fleets Branch,total_coliform,1,24,NA,NA
20241213_Fleets Branch,total_coliform,2,21,NA,NA
20241213_Fleets Branch,R-card total_e_ecoli,1,NA,NA,NA
20241213_Fleets Branch,R-card total_coliform,2,NA,NA,NA
20241213_Harvell Dam,air_temperature,1,NA,NA,NA
20241213_Harvell Dam,air_temperature,2,NA,NA,NA
20241213_Harvell Dam,water_temperature,1,7.2,NA,NA
20241213_Harvell Dam,water_temperature,2,7.2,NA,NA
20241213_Harvell Dam,pH,1,7.24,NA,NA
20241213_Harvell Dam,pH,2,7.28,NA,NA
20241213_Harvell Dam,do_percent,1,102.5,NA,NA
20241213_Harvell Dam,do_percent,2,102.9,NA,NA
20241213_Harvell Dam,do_mgl,1,12.37,NA,NA
20241213_Harvell Dam,do_mgl,2,12.42,NA,NA
20241213_Harvell Dam,turbidity,1,4.64,NA,NA
20241213_Harvell Dam,turbidity,2,4.55,NA,NA
20241213_Harvell Dam,total_e_ecoli,1,1,NA,NA
20241213_Harvell Dam,total_e_ecoli,2,0,NA,NA
20241213_Harvell Dam,total_coliform,1,2,NA,NA
20241213_Harvell Dam,total_coliform,2,0,NA,NA
20241213_Harvell Dam,R-card total_e_ecoli,1,NA,NA,NA
20241213_Harvell Dam,R-card total_coliform,2,NA,NA,NA
20241101_Willcox Dam,air_temperature,1,21,NA,NA
20241101_Willcox Dam,air_temperature,2,20.5,NA,NA
20241101_Willcox Dam,water_temperature,1,17.9,NA,NA
20241101_Willcox Dam,water_temperature,2,17.9,NA,NA
20241101_Willcox Dam,pH,1,6.95,NA,NA
20241101_Willcox Dam,pH,2,6.95,NA,NA
20241101_Willcox Dam,do_percent,1,74.8,NA,NA
20241101_Willcox Dam,do_percent,2,74.7,NA,NA
20241101_Willcox Dam,do_mgl,1,7.09,NA,NA
20241101_Willcox Dam,do_mgl,2,7.09,NA,NA
20241101_Willcox Dam,turbidity,1,4.64,NA,NA
20241101_Willcox Dam,turbidity,2,4.38,NA,NA
